class,attribute,visibility,name,getter,index,internal,nullness,n
com.google.common.collect.TreeTraverser$3$1,method,private,<init>(Lcom/google/common/collect/TreeTraverser$3;Ljava/util/function/Consumer;)V,false,1,true,NON_NULL,1
com.google.common.collect.MultimapBuilder$EnumSetSupplier,method,private,<init>(Ljava/lang/Class;)V,false,0,true,UNKNOWN,1
com.google.common.collect.Synchronized,method,private,multiset(Lcom/google/common/collect/Multiset;Ljava/lang/Object;)Lcom/google/common/collect/Multiset;,false,0,true,UNKNOWN,1
com.google.common.util.concurrent.Futures$MappingCheckedFuture,method,private,<init>(Lcom/google/common/util/concurrent/ListenableFuture;Lcom/google/common/base/Function;)V,false,0,true,NON_NULL,1
com.google.common.collect.AbstractMultiset$ElementSet,method,private,<init>(Lcom/google/common/collect/AbstractMultiset;)V,false,0,true,NON_NULL,1
com.google.common.base.MoreObjects$ToStringHelper,method,public,add(Ljava/lang/String;I)Lcom/google/common/base/MoreObjects$ToStringHelper;,false,1,true,NON_NULL,5
com.google.common.collect.TreeRangeSet$AsRanges,method,private,<init>(Lcom/google/common/collect/TreeRangeSet;Ljava/util/Collection;)V,false,0,true,NON_NULL,2
com.google.common.base.Preconditions,method,public,checkArgument(ZLjava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)V,false,3,true,NON_NULL,7
com.google.common.io.ByteSource,method,public,slice(JJ)Lcom/google/common/io/ByteSource;,false,1,true,NON_NULL,1
com.google.common.collect.AbstractMapBasedMultimap$AsMap,method,private,<init>(Lcom/google/common/collect/AbstractMapBasedMultimap;Ljava/util/Map;)V,false,1,true,UNKNOWN,2
com.google.common.cache.LocalCache$Segment,method,private,newEntry(Ljava/lang/Object;ILcom/google/common/cache/LocalCache$ReferenceEntry;)Lcom/google/common/cache/LocalCache$ReferenceEntry;,false,0,true,UNKNOWN,1
com.google.common.collect.TreeRangeMap$SubRangeMap$SubRangeMapAsMap$2,method,private,<init>(Lcom/google/common/collect/TreeRangeMap$SubRangeMap$SubRangeMapAsMap;)V,false,0,true,NON_NULL,1
com.google.common.util.concurrent.MoreExecutors,method,private,rejectionPropagatingExecutor(Ljava/util/concurrent/Executor;Lcom/google/common/util/concurrent/AbstractFuture;)Ljava/util/concurrent/Executor;,false,1,true,NON_NULL,4
com.google.common.collect.ImmutableListMultimap$Builder,method,public,putAll(Lcom/google/common/collect/Multimap;)Lcom/google/common/collect/ImmutableListMultimap$Builder;,false,0,false,UNKNOWN,2
com.google.common.collect.Iterables$6,method,private,<init>(Ljava/lang/Iterable;I)V,false,0,true,NON_NULL,1
com.google.common.collect.MapMakerInternalMap$InternalEntryHelper,method,public,newSegment(Lcom/google/common/collect/MapMakerInternalMap;II)Lcom/google/common/collect/MapMakerInternalMap$Segment;,false,1,true,NON_NULL,1
com.google.common.collect.ArrayTable$RowMap,method,private,<init>(Lcom/google/common/collect/ArrayTable;Lcom/google/common/collect/ArrayTable$1;)V,false,1,true,NULL,1
com.google.common.collect.Range,method,public,equals(Ljava/lang/Object;)Z,false,0,true,UNKNOWN,7
com.google.common.collect.Multisets$ImmutableEntry,method,private,<init>(Ljava/lang/Object;I)V,false,0,true,NON_NULL,1
com.google.common.base.CharMatcher,method,public,indexIn(Ljava/lang/CharSequence;I)I,false,1,true,NON_NULL,3
com.google.common.collect.SortedLists$KeyPresentBehavior,method,private,resultIndex(Ljava/util/Comparator;Ljava/lang/Object;Ljava/util/List;I)I,false,1,true,UNKNOWN,3
com.google.common.collect.Sets,method,public,cartesianProduct(Ljava/util/List;)Ljava/util/Set;,false,0,false,UNKNOWN,10
com.google.common.base.Predicates,method,public,instanceOf(Ljava/lang/Class;)Lcom/google/common/base/Predicate;,false,0,true,NON_NULL,2
com.google.common.io.ByteStreams,method,public,limit(Ljava/io/InputStream;J)Ljava/io/InputStream;,false,1,false,NON_NULL,4
com.google.common.collect.ImmutableSet,method,public,of(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Lcom/google/common/collect/ImmutableSet;,false,1,false,UNKNOWN,2
com.google.common.primitives.Longs,method,public,compare(JJ)I,false,1,true,NON_NULL,3
com.google.common.collect.LinkedHashMultimap$ValueEntry,method,private,<init>(Ljava/lang/Object;Ljava/lang/Object;ILcom/google/common/collect/LinkedHashMultimap$ValueEntry;)V,false,0,true,UNKNOWN,1
com.google.common.graph.Network,method,public,inDegree(Ljava/lang/Object;)I,false,0,true,UNKNOWN,2
com.google.common.collect.MapMakerInternalMap$WeakKeyWeakValueSegment,method,private,<init>(Lcom/google/common/collect/MapMakerInternalMap;II)V,false,0,true,UNKNOWN,1
com.google.common.collect.MinMaxPriorityQueue$Heap,method,private,bubbleUpAlternatingLevels(ILjava/lang/Object;)I,false,1,true,UNKNOWN,1
com.google.common.base.Functions$ConstantFunction,method,public,<init>(Ljava/lang/Object;)V,false,0,true,UNKNOWN,1
com.google.common.collect.Synchronized$SynchronizedTable$2,method,private,<init>(Lcom/google/common/collect/Synchronized$SynchronizedTable;)V,false,0,true,NON_NULL,1
com.google.common.base.Preconditions,method,public,checkPositionIndex(II)I,false,1,true,NON_NULL,14
com.google.common.collect.SortedLists,method,public,binarySearch(Ljava/util/List;Lcom/google/common/base/Function;Ljava/lang/Object;Ljava/util/Comparator;Lcom/google/common/collect/SortedLists$KeyPresentBehavior;Lcom/google/common/collect/SortedLists$KeyAbsentBehavior;)I,false,4,true,UNKNOWN,3
com.google.common.math.IntMath,method,public,checkedMultiply(II)I,false,1,true,NON_NULL,2
com.google.common.util.concurrent.ForwardingFuture,method,public,cancel(Z)Z,false,0,true,NON_NULL,1
com.google.common.util.concurrent.MoreExecutors$4,method,private,<init>(Ljava/util/concurrent/ScheduledExecutorService;Lcom/google/common/base/Supplier;)V,false,0,true,NON_NULL,1
com.google.common.collect.SortedLists,method,public,binarySearch(Ljava/util/List;Lcom/google/common/base/Function;Ljava/lang/Comparable;Lcom/google/common/collect/SortedLists$KeyPresentBehavior;Lcom/google/common/collect/SortedLists$KeyAbsentBehavior;)I,false,4,true,UNKNOWN,6
com.google.common.collect.MinMaxPriorityQueue$Heap,method,private,<init>(Lcom/google/common/collect/MinMaxPriorityQueue;Lcom/google/common/collect/Ordering;)V,false,1,true,UNKNOWN,2
com.google.common.collect.MapMakerInternalMap$WeakKeyDummyValueEntry,method,private,<init>(Ljava/lang/ref/ReferenceQueue;Ljava/lang/Object;ILcom/google/common/collect/MapMakerInternalMap$WeakKeyDummyValueEntry;)V,false,1,true,UNKNOWN,1
com.google.common.reflect.Types$JavaVersion$3,method,private,<init>(Ljava/lang/String;I)V,false,0,true,NON_NULL,1
com.google.common.cache.Cache,method,public,get(Ljava/lang/Object;Ljava/util/concurrent/Callable;)Ljava/lang/Object;,false,1,false,NON_NULL,10
com.google.common.collect.Iterators,method,public,elementsEqual(Ljava/util/Iterator;Ljava/util/Iterator;)Z,false,1,true,UNKNOWN,2
com.google.common.collect.SparseImmutableTable,method,private,<init>(Lcom/google/common/collect/ImmutableList;Lcom/google/common/collect/ImmutableSet;Lcom/google/common/collect/ImmutableSet;)V,false,1,true,NON_NULL,1
com.google.common.hash.ChecksumHashFunction$ChecksumHasher,method,private,<init>(Lcom/google/common/hash/ChecksumHashFunction;Ljava/util/zip/Checksum;Lcom/google/common/hash/ChecksumHashFunction$1;)V,false,1,true,UNKNOWN,1
com.google.common.collect.Multimaps,method,public,flatteningToMultimap(Ljava/util/function/Function;Ljava/util/function/Function;Ljava/util/function/Supplier;)Ljava/util/stream/Collector;,false,2,true,UNKNOWN,2
com.google.common.primitives.Doubles,method,public,toArray(Ljava/util/Collection;)[D,false,0,true,NON_NULL,1
com.google.common.collect.Iterators,method,public,mergeSorted(Ljava/lang/Iterable;Ljava/util/Comparator;)Lcom/google/common/collect/UnmodifiableIterator;,false,1,true,UNKNOWN,2
com.google.common.util.concurrent.Service$State,method,private,<init>(Ljava/lang/String;ILcom/google/common/util/concurrent/Service$1;)V,false,1,true,NON_NULL,6
com.google.common.hash.BloomFilter$Strategy,method,public,mightContain(Ljava/lang/Object;Lcom/google/common/hash/Funnel;ILcom/google/common/hash/BloomFilterStrategies$LockFreeBitArray;)Z,false,2,true,NON_NULL,1
com.google.common.collect.Maps,method,private,valueIterator(Ljava/util/Iterator;)Ljava/util/Iterator;,false,0,true,UNKNOWN,5
com.google.common.collect.RegularContiguousSet$1,method,private,<init>(Lcom/google/common/collect/RegularContiguousSet;Ljava/lang/Comparable;)V,false,0,true,NON_NULL,1
com.google.common.collect.CollectPreconditions,method,private,checkEntryNotNull(Ljava/lang/Object;Ljava/lang/Object;)V,false,1,true,UNKNOWN,12
com.google.common.io.BaseEncoding$SeparatedBaseEncoding,method,private,<init>(Lcom/google/common/io/BaseEncoding;Ljava/lang/String;I)V,false,0,true,NON_NULL,1
com.google.common.base.Predicates$ObjectPredicate$1,method,private,<init>(Ljava/lang/String;I)V,false,0,true,NON_NULL,1
com.google.common.primitives.Shorts,method,private,access$000([SSII)I,false,1,true,NON_NULL,2
com.google.common.collect.StandardTable$Row,method,private,<init>(Lcom/google/common/collect/StandardTable;Ljava/lang/Object;)V,false,0,true,UNKNOWN,1
com.google.common.collect.Multiset,method,public,add(Ljava/lang/Object;I)I,false,0,false,UNKNOWN,12
com.google.common.primitives.ImmutableIntArray$Builder,method,public,addAll(Ljava/lang/Iterable;)Lcom/google/common/primitives/ImmutableIntArray$Builder;,false,0,true,UNKNOWN,1
com.google.common.base.Preconditions,method,public,checkArgument(ZLjava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)V,false,1,false,NON_NULL,4
com.google.common.util.concurrent.AbstractFuture,method,private,access$400(Lcom/google/common/util/concurrent/AbstractFuture;)Ljava/lang/Object;,false,0,true,UNKNOWN,1
com.google.common.collect.Range,method,public,upTo(Ljava/lang/Comparable;Lcom/google/common/collect/BoundType;)Lcom/google/common/collect/Range;,false,0,true,UNKNOWN,5
com.google.common.graph.ConfigurableMutableValueGraph,method,private,<init>(Lcom/google/common/graph/AbstractGraphBuilder;)V,false,0,true,UNKNOWN,1
