class,attribute,visibility,name,index,type,primitive,nullness
java.awt.image.ColorModel,method,,getDataElements([FILjava/lang/Object;)Ljava/lang/Object;,1,I,true,Unknown
java.awt.image.ColorModel,method,,getDataElements([FILjava/lang/Object;)Ljava/lang/Object;,2,Ljava/lang/Object;,false,Unknown
java.awt.image.ColorModel,method,,getNormalizedComponents(Ljava/lang/Object;[FI)[F,-1,[F,false,Unknown
java.awt.image.ColorModel,method,,getNormalizedComponents(Ljava/lang/Object;[FI)[F,0,Ljava/lang/Object;,false,Unknown
java.awt.image.ColorModel,method,,getNormalizedComponents(Ljava/lang/Object;[FI)[F,1,[F,false,Unknown
java.awt.image.ColorModel,method,,getNormalizedComponents(Ljava/lang/Object;[FI)[F,2,I,true,Unknown
java.awt.image.ColorModel,method,,equals(Ljava/lang/Object;)Z,-1,Z,true,Unknown
java.awt.image.ColorModel,method,,equals(Ljava/lang/Object;)Z,0,Ljava/lang/Object;,false,Unknown
java.awt.image.ColorModel,method,,hashCode()I,-1,I,true,Unknown
java.awt.image.ColorModel,method,,getColorSpace()Ljava/awt/color/ColorSpace;,-1,Ljava/awt/color/ColorSpace;,false,Unknown
java.awt.image.ColorModel,method,,coerceData(Ljava/awt/image/WritableRaster;Z)Ljava/awt/image/ColorModel;,-1,Ljava/awt/image/ColorModel;,false,Unknown
java.awt.image.ColorModel,method,,coerceData(Ljava/awt/image/WritableRaster;Z)Ljava/awt/image/ColorModel;,0,Ljava/awt/image/WritableRaster;,false,Unknown
java.awt.image.ColorModel,method,,coerceData(Ljava/awt/image/WritableRaster;Z)Ljava/awt/image/ColorModel;,1,Z,true,Unknown
java.awt.image.ColorModel,method,,isCompatibleRaster(Ljava/awt/image/Raster;)Z,-1,Z,true,Unknown
java.awt.image.ColorModel,method,,isCompatibleRaster(Ljava/awt/image/Raster;)Z,0,Ljava/awt/image/Raster;,false,Unknown
java.awt.image.ColorModel,method,,createCompatibleWritableRaster(II)Ljava/awt/image/WritableRaster;,-1,Ljava/awt/image/WritableRaster;,false,Unknown
java.awt.image.ColorModel,method,,createCompatibleWritableRaster(II)Ljava/awt/image/WritableRaster;,0,I,true,Unknown
java.awt.image.ColorModel,method,,createCompatibleWritableRaster(II)Ljava/awt/image/WritableRaster;,1,I,true,Unknown
java.awt.image.ColorModel,method,,createCompatibleSampleModel(II)Ljava/awt/image/SampleModel;,-1,Ljava/awt/image/SampleModel;,false,Unknown
java.awt.image.ColorModel,method,,createCompatibleSampleModel(II)Ljava/awt/image/SampleModel;,0,I,true,Unknown
java.awt.image.ColorModel,method,,createCompatibleSampleModel(II)Ljava/awt/image/SampleModel;,1,I,true,Unknown
java.awt.image.ColorModel,method,,isCompatibleSampleModel(Ljava/awt/image/SampleModel;)Z,-1,Z,true,Unknown
java.awt.image.ColorModel,method,,isCompatibleSampleModel(Ljava/awt/image/SampleModel;)Z,0,Ljava/awt/image/SampleModel;,false,Unknown
java.awt.image.ColorModel,method,,finalize()V,-1,V,true,Unknown
java.awt.image.ColorModel,method,,getAlphaRaster(Ljava/awt/image/WritableRaster;)Ljava/awt/image/WritableRaster;,-1,Ljava/awt/image/WritableRaster;,false,Unknown
java.awt.image.ColorModel,method,,getAlphaRaster(Ljava/awt/image/WritableRaster;)Ljava/awt/image/WritableRaster;,0,Ljava/awt/image/WritableRaster;,false,Unknown
java.awt.image.ColorModel,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,Unknown
java.awt.image.ColorModel,method,,getDefaultTransferType(I)I,-1,I,true,Unknown
java.awt.image.ColorModel,method,,getDefaultTransferType(I)I,0,I,true,Unknown
java.awt.image.ColorModel,method,,isLinearRGBspace(Ljava/awt/color/ColorSpace;)Z,-1,Z,true,Unknown
java.awt.image.ColorModel,method,,isLinearRGBspace(Ljava/awt/color/ColorSpace;)Z,0,Ljava/awt/color/ColorSpace;,false,Unknown
java.awt.image.ColorModel,method,,isLinearGRAYspace(Ljava/awt/color/ColorSpace;)Z,-1,Z,true,Unknown
java.awt.image.ColorModel,method,,isLinearGRAYspace(Ljava/awt/color/ColorSpace;)Z,0,Ljava/awt/color/ColorSpace;,false,Unknown
java.awt.image.ColorModel,method,,getLinearRGB8TosRGB8LUT()[B,-1,[B,false,Unknown
java.awt.image.ColorModel,method,,getsRGB8ToLinearRGB8LUT()[B,-1,[B,false,Unknown
java.awt.image.ColorModel,method,,getLinearRGB16TosRGB8LUT()[B,-1,[B,false,Unknown
java.awt.image.ColorModel,method,,getsRGB8ToLinearRGB16LUT()[S,-1,[S,false,Unknown
java.awt.image.ColorModel,method,,getGray8TosRGB8LUT(Ljava/awt/color/ICC_ColorSpace;)[B,-1,[B,false,Unknown
java.awt.image.ColorModel,method,,getGray8TosRGB8LUT(Ljava/awt/color/ICC_ColorSpace;)[B,0,Ljava/awt/color/ICC_ColorSpace;,false,Unknown
java.awt.image.ColorModel,method,,getLinearGray16ToOtherGray8LUT(Ljava/awt/color/ICC_ColorSpace;)[B,-1,[B,false,Unknown
java.awt.image.ColorModel,method,,getLinearGray16ToOtherGray8LUT(Ljava/awt/color/ICC_ColorSpace;)[B,0,Ljava/awt/color/ICC_ColorSpace;,false,Unknown
java.awt.image.ColorModel,method,,getGray16TosRGB8LUT(Ljava/awt/color/ICC_ColorSpace;)[B,-1,[B,false,Unknown
java.awt.image.ColorModel,method,,getGray16TosRGB8LUT(Ljava/awt/color/ICC_ColorSpace;)[B,0,Ljava/awt/color/ICC_ColorSpace;,false,Unknown
java.awt.image.ColorModel,method,,getLinearGray16ToOtherGray16LUT(Ljava/awt/color/ICC_ColorSpace;)[S,-1,[S,false,Unknown
java.awt.image.ColorModel,method,,getLinearGray16ToOtherGray16LUT(Ljava/awt/color/ICC_ColorSpace;)[S,0,Ljava/awt/color/ICC_ColorSpace;,false,Unknown
java.awt.image.ColorModel,method,,<clinit>()V,-1,V,true,Unknown
java.beans.FeatureDescriptor,field,,TRANSIENT,-1,,,NonNull
java.beans.FeatureDescriptor,field,,classRef,-1,,,Nullable
java.beans.FeatureDescriptor,field,,expert,-1,,,NonNull
java.beans.FeatureDescriptor,field,,hidden,-1,,,NonNull
java.beans.FeatureDescriptor,field,,preferred,-1,,,NonNull
java.beans.FeatureDescriptor,field,,shortDescription,-1,,,Nullable
java.beans.FeatureDescriptor,field,,name,-1,,,NonNull
java.beans.FeatureDescriptor,field,,displayName,-1,,,Nullable
java.beans.FeatureDescriptor,field,,table,-1,,,Nullable
java.beans.FeatureDescriptor,method,,<init>()V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,getName()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,setName(Ljava/lang/String;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setName(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,getDisplayName()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,setDisplayName(Ljava/lang/String;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setDisplayName(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,isExpert()Z,-1,Z,true,NonNull
java.beans.FeatureDescriptor,method,,setExpert(Z)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setExpert(Z)V,0,Z,true,NonNull
java.beans.FeatureDescriptor,method,,isHidden()Z,-1,Z,true,NonNull
java.beans.FeatureDescriptor,method,,setHidden(Z)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setHidden(Z)V,0,Z,true,NonNull
java.beans.FeatureDescriptor,method,,isPreferred()Z,-1,Z,true,NonNull
java.beans.FeatureDescriptor,method,,setPreferred(Z)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setPreferred(Z)V,0,Z,true,NonNull
java.beans.FeatureDescriptor,method,,getShortDescription()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,setShortDescription(Ljava/lang/String;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setShortDescription(Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,setValue(Ljava/lang/String;Ljava/lang/Object;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setValue(Ljava/lang/String;Ljava/lang/Object;)V,0,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,setValue(Ljava/lang/String;Ljava/lang/Object;)V,1,Ljava/lang/Object;,false,NonNull
java.beans.FeatureDescriptor,method,,getValue(Ljava/lang/String;)Ljava/lang/Object;,-1,Ljava/lang/Object;,false,Nullable
java.beans.FeatureDescriptor,method,,getValue(Ljava/lang/String;)Ljava/lang/Object;,0,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,attributeNames()Ljava/util/Enumeration;,-1,Ljava/util/Enumeration;,false,NonNull
java.beans.FeatureDescriptor,method,,<init>(Ljava/beans/FeatureDescriptor;Ljava/beans/FeatureDescriptor;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,<init>(Ljava/beans/FeatureDescriptor;Ljava/beans/FeatureDescriptor;)V,0,Ljava/beans/FeatureDescriptor;,false,NonNull
java.beans.FeatureDescriptor,method,,<init>(Ljava/beans/FeatureDescriptor;Ljava/beans/FeatureDescriptor;)V,1,Ljava/beans/FeatureDescriptor;,false,NonNull
java.beans.FeatureDescriptor,method,,<init>(Ljava/beans/FeatureDescriptor;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,<init>(Ljava/beans/FeatureDescriptor;)V,0,Ljava/beans/FeatureDescriptor;,false,NonNull
java.beans.FeatureDescriptor,method,,addTable(Ljava/util/Hashtable;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,addTable(Ljava/util/Hashtable;)V,0,Ljava/util/Hashtable;,false,NonNull
java.beans.FeatureDescriptor,method,,getTable()Ljava/util/Hashtable;,-1,Ljava/util/Hashtable;,false,NonNull
java.beans.FeatureDescriptor,method,,setTransient(Ljava/beans/Transient;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setTransient(Ljava/beans/Transient;)V,0,Ljava/beans/Transient;,false,Nullable
java.beans.FeatureDescriptor,method,,isTransient()Z,-1,Z,true,NonNull
java.beans.FeatureDescriptor,method,,setClass0(Ljava/lang/Class;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,setClass0(Ljava/lang/Class;)V,0,Ljava/lang/Class;,false,NonNull
java.beans.FeatureDescriptor,method,,getClass0()Ljava/lang/Class;,-1,Ljava/lang/Class;,false,Nullable
java.beans.FeatureDescriptor,method,,getSoftReference(Ljava/lang/Object;)Ljava/lang/ref/Reference;,-1,Ljava/lang/ref/Reference;,false,Nullable
java.beans.FeatureDescriptor,method,,getSoftReference(Ljava/lang/Object;)Ljava/lang/ref/Reference;,0,Ljava/lang/Object;,false,Nullable
java.beans.FeatureDescriptor,method,,getWeakReference(Ljava/lang/Object;)Ljava/lang/ref/Reference;,-1,Ljava/lang/ref/Reference;,false,Nullable
java.beans.FeatureDescriptor,method,,getWeakReference(Ljava/lang/Object;)Ljava/lang/ref/Reference;,0,Ljava/lang/Object;,false,Nullable
java.beans.FeatureDescriptor,method,,getReturnType(Ljava/lang/Class;Ljava/lang/reflect/Method;)Ljava/lang/Class;,-1,Ljava/lang/Class;,false,NonNull
java.beans.FeatureDescriptor,method,,getReturnType(Ljava/lang/Class;Ljava/lang/reflect/Method;)Ljava/lang/Class;,0,Ljava/lang/Class;,false,Nullable
java.beans.FeatureDescriptor,method,,getReturnType(Ljava/lang/Class;Ljava/lang/reflect/Method;)Ljava/lang/Class;,1,Ljava/lang/reflect/Method;,false,NonNull
java.beans.FeatureDescriptor,method,,getParameterTypes(Ljava/lang/Class;Ljava/lang/reflect/Method;)[Ljava/lang/Class;,-1,[Ljava/lang/Class;,false,NonNull
java.beans.FeatureDescriptor,method,,getParameterTypes(Ljava/lang/Class;Ljava/lang/reflect/Method;)[Ljava/lang/Class;,0,Ljava/lang/Class;,false,Nullable
java.beans.FeatureDescriptor,method,,getParameterTypes(Ljava/lang/Class;Ljava/lang/reflect/Method;)[Ljava/lang/Class;,1,Ljava/lang/reflect/Method;,false,NonNull
java.beans.FeatureDescriptor,method,,toString()Ljava/lang/String;,-1,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;)V,0,Ljava/lang/StringBuilder;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/ref/Reference;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/ref/Reference;)V,0,Ljava/lang/StringBuilder;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/ref/Reference;)V,1,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/ref/Reference;)V,2,Ljava/lang/ref/Reference;,false,Nullable
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/Object;)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/Object;)V,0,Ljava/lang/StringBuilder;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/Object;)V,1,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Ljava/lang/Object;)V,2,Ljava/lang/Object;,false,Nullable
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Z)V,-1,V,true,Unknown
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Z)V,0,Ljava/lang/StringBuilder;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Z)V,1,Ljava/lang/String;,false,NonNull
java.beans.FeatureDescriptor,method,,appendTo(Ljava/lang/StringBuilder;Ljava/lang/String;Z)V,2,Z,true,NonNull
java.beans.MethodRef,field,,signature,-1,,,Nullable
java.beans.MethodRef,field,,methodRef,-1,,,Nullable
java.beans.MethodRef,field,,typeRef,-1,,,Nullable
java.beans.MethodRef,method,,<init>()V,-1,V,true,Unknown
java.beans.MethodRef,method,,set(Ljava/lang/reflect/Method;)V,-1,V,true,Unknown
java.beans.MethodRef,method,,set(Ljava/lang/reflect/Method;)V,0,Ljava/lang/reflect/Method;,false,Nullable
java.beans.MethodRef,method,,isSet()Z,-1,Z,true,NonNull
java.beans.MethodRef,method,,get()Ljava/lang/reflect/Method;,-1,Ljava/lang/reflect/Method;,false,Nullable
java.beans.MethodRef,method,,find(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Method;,-1,Ljava/lang/reflect/Method;,false,Nullable
java.beans.MethodRef,method,,find(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Method;,0,Ljava/lang/Class;,false,Nullable
java.beans.MethodRef,method,,find(Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/reflect/Method;,1,Ljava/lang/String;,false,NonNull
java.beans.PropertyDescriptor,field,,propertyTypeRef,-1,,,Nullable
java.beans.PropertyDescriptor,field,,readMethodRef,-1,,,NonNull
java.beans.PropertyDescriptor,field,,writeMethodRef,-1,,,NonNull
java.beans.PropertyDescriptor,field,,propertyEditorClassRef,-1,,,Nullable
java.beans.PropertyDescriptor,field,,bound,-1,,,NonNull
java.beans.PropertyDescriptor,field,,constrained,-1,,,NonNull
java.beans.PropertyDescriptor,field,,baseName,-1,,,Nullable
java.beans.PropertyDescriptor,field,,writeMethodName,-1,,,Nullable
java.beans.PropertyDescriptor,field,,readMethodName,-1,,,Nullable
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;)V,-1,V,true,Unknown
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;)V,0,Ljava/lang/String;,false,NonNull
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;)V,1,Ljava/lang/Class;,false,NonNull
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;)V,-1,V,true,Unknown
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;)V,0,Ljava/lang/String;,false,NonNull
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;)V,1,Ljava/lang/Class;,false,NonNull
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;)V,2,Ljava/lang/String;,false,Nullable
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;)V,3,Ljava/lang/String;,false,Nullable
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,-1,V,true,Unknown
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,0,Ljava/lang/String;,false,NonNull
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,1,Ljava/lang/reflect/Method;,false,Nullable
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,2,Ljava/lang/reflect/Method;,false,Nullable
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/Class;Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,-1,V,true,Unknown
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/Class;Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,0,Ljava/lang/Class;,false,NonNull
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/Class;Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,1,Ljava/lang/String;,false,NonNull
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/Class;Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,2,Ljava/lang/reflect/Method;,false,Nullable
java.beans.PropertyDescriptor,method,,<init>(Ljava/lang/Class;Ljava/lang/String;Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)V,3,Ljava/lang/reflect/Method;,false,Nullable
